Academic Year,Term,Level of Statistics,School,Dept,Course Group,Course No,Section,Course Code,Section Code,Survey Name,Instructor's Name,Instructor's ITSC,Enrolment,Response Rate,Low Response Rate Indicator,Response Rate (Adjusted),Number of Sections Evaluated,Course Overall - Mean,Course Overall - Mean (Adjusted),Course Overall - SD,Course Overall -  SD (Adjusted),Instructor Overall - Mean,Instructor Overall - Mean (Adjusted),Instructor Overall - SD,Instructor Overall - SD (Adjusted)
17-18,FALL,School,SHSS,-,-,-,-,-,-,-,-,-,-,0.553,,-,90,76.6,-,23.4,-,82.4,-,21.6,-
17-18,FALL,Dept / Course Group,SHSS,SSMA,-,-,-,-,-,-,-,-,-,0.526,,-,4,89.7,-,14.3,-,92.6,-,13.5,-
17-18,FALL,Dept / Course Group,SHSS,HUMA,-,-,-,-,-,-,-,-,-,0.55,,-,40,72.2,-,24.8,-,78.6,-,22.9,-
17-18,FALL,Dept / Course Group,SHSS,HMMA,-,-,-,-,-,-,-,-,-,0.865,,-,3,92.5,-,13.9,-,94.8,-,12.6,-
17-18,FALL,Dept / Course Group,SHSS,MGCS,-,-,-,-,-,-,-,-,-,0.657,,-,3,88.0,-,19.3,-,93.0,-,14.7,-
17-18,FALL,Dept / Course Group,SHSS,MILE,-,-,-,-,-,-,-,-,-,0.776,,-,8,82.9,-,18.4,-,89.4,-,17.0,-
17-18,FALL,Dept / Course Group,SHSS,HSS,-,-,-,-,-,-,-,-,-,0.618,,-,2,91.3,-,16.8,-,92.5,-,18.3,-
17-18,FALL,Dept / Course Group,SHSS,SOSC,-,-,-,-,-,-,-,-,-,0.505,,-,30,77.7,-,21.9,-,83.3,-,20.9,-
17-18,FALL,Course,SHSS,SSMA,SSMA,5020,-,17-18-FALL-SSMA-5020,-,-,-,-,-,0.545,,0.485,1,81.9,82.8,14.4,12,88.9,90.6,15.4,12.5
17-18,FALL,Section,SHSS,SSMA,SSMA,5020,L1,17-18-FALL-SSMA-5020,17-18-FALL-SSMA-5020-L1,-,-,-,33,0.545,,0.485,-,81.9,82.8,14.4,12,88.9,90.6,15.4,12.5
17-18,FALL,Instructor,SHSS,SSMA,SSMA,5020,L1,17-18-FALL-SSMA-5020,17-18-FALL-SSMA-5020-L1,17-18-FALL-SSMA-5020-L1-SI,"WANG, Hongbo",hbwang,33,0.545,,0.485,-,81.9,82.8,14.4,12,88.9,90.6,15.4,12.5
