Academic Year,Term,Level of Statistics,School,Dept,Course Group,Course No,Section,Course Code,Section Code,Survey Name,Instructor's Name,Instructor's ITSC,Enrolment,Response Rate,Low Response Rate Indicator,Response Rate (Adjusted),Number of Sections Evaluated,Course Overall - Mean,Course Overall - Mean (Adjusted),Course Overall - SD,Course Overall -  SD (Adjusted),Instructor Overall - Mean,Instructor Overall - Mean (Adjusted),Instructor Overall - SD,Instructor Overall - SD (Adjusted)
16-17,SPRING,School,SENG,-,-,-,-,-,-,-,-,-,-,0.411,,-,219,74.8,-,24.1,-,79.4,-,23.7,-
16-17,SPRING,Dept / Course Group,SENG,BIEN,-,-,-,-,-,-,-,-,-,0.546,,-,2,73.7,-,22.9,-,80.5,-,19.2,-
16-17,SPRING,Dept / Course Group,SENG,CENG,-,-,-,-,-,-,-,-,-,0.45,,-,19,68.5,-,27.3,-,74.6,-,26,-
16-17,SPRING,Dept / Course Group,SENG,CIVL,-,-,-,-,-,-,-,-,-,0.435,,-,36,76.9,-,21,-,79.8,-,22.1,-
16-17,SPRING,Dept / Course Group,SENG,COMP,-,-,-,-,-,-,-,-,-,0.42,,-,61,77.6,-,24,-,84.1,-,22,-
16-17,SPRING,Dept / Course Group,SENG,ELEC,-,-,-,-,-,-,-,-,-,0.365,,-,41,77.3,-,24.2,-,80.1,-,23.9,-
16-17,SPRING,Dept / Course Group,SENG,ENEG,-,-,-,-,-,-,-,-,-,0.714,Y,-,2,80,-,15.8,-,92.5,-,12.1,-
16-17,SPRING,Dept / Course Group,SENG,ENTR-SENG,-,-,-,-,-,-,-,-,-,0.466,,-,2,76,-,22.9,-,83,-,20.1,-
16-17,SPRING,Dept / Course Group,SENG,IELM,-,-,-,-,-,-,-,-,-,0.361,,-,18,68.6,-,24.7,-,72.1,-,25.1,-
16-17,SPRING,Dept / Course Group,SENG,MECH,-,-,-,-,-,-,-,-,-,0.421,,-,34,69.5,-,25.7,-,74.6,-,26.2,-
16-17,SPRING,Dept / Course Group,SENG,ENGG,-,-,-,-,-,-,-,-,-,0.317,,-,4,58.6,-,27.9,-,68.6,-,23.3,-
16-17,SPRING,Course,SENG,BIEN,BIEN,2010,-,16-17-SPRING-BIEN-2010,-,-,-,-,-,0.51,,-,1,71.4,-,23.9,-,78.6,-,19.1,-
16-17,SPRING,Section,SENG,BIEN,BIEN,2010,L1,16-17-SPRING-BIEN-2010,16-17-SPRING-BIEN-2010-L1,-,-,-,48,0.51,,-,-,71.4,-,23.9,-,78.6,-,19.1,-
16-17,SPRING,Instructor,SENG,BIEN,BIEN,2010,L1,16-17-SPRING-BIEN-2010,16-17-SPRING-BIEN-2010-L1,16-17-SPRING-BIEN-2010-L1-SI1,"CHAU, Ying",keychau,48,0.5,,0.458,-,71.9,72.7,23.7,21.7,80.2,80.7,14.7,13.2
16-17,SPRING,Instructor,SENG,BIEN,BIEN,2010,L1,16-17-SPRING-BIEN-2010,16-17-SPRING-BIEN-2010-L1,16-17-SPRING-BIEN-2010-L1-SI2,"HSING, I-ming",kehsing,48,0.521,,0.479,-,71,71.7,24.7,23,77,78.3,22.7,20.4
16-17,SPRING,Course,SENG,BIEN,BIEN,5001,-,16-17-SPRING-BIEN-5001,-,-,-,-,-,0.833,Y,-,1,85,-,12.9,-,90,-,17.5,-
16-17,SPRING,Section,SENG,BIEN,BIEN,5001,L1,16-17-SPRING-BIEN-5001,16-17-SPRING-BIEN-5001-L1,-,-,-,6,0.833,Y,-,-,85,-,12.9,-,90,-,17.5,-
16-17,SPRING,Instructor,SENG,BIEN,BIEN,5001,L1,16-17-SPRING-BIEN-5001,16-17-SPRING-BIEN-5001-L1,16-17-SPRING-BIEN-5001-L1-SI1,"LEUNG , Danny Chi Yeu",dcyleung,6,0.833,Y,0.5,-,85,83.3,13.7,14.4,95,100,11.2,0
16-17,SPRING,Instructor,SENG,BIEN,BIEN,5001,L1,16-17-SPRING-BIEN-5001,16-17-SPRING-BIEN-5001-L1,16-17-SPRING-BIEN-5001-L1-SI2,"WU, Angela",angelawu,6,0.833,Y,0.5,-,85,83.3,13.7,14.4,85,91.7,22.4,14.4
16-17,SPRING,Course,SENG,CENG,CENG,1000,-,16-17-SPRING-CENG-1000,-,-,-,-,-,0.364,Y,0.327,1,63.8,63.9,23.6,21.4,68.8,69.4,22.8,20.2
16-17,SPRING,Section,SENG,CENG,CENG,1000,L1,16-17-SPRING-CENG-1000,16-17-SPRING-CENG-1000-L1,-,-,-,55,0.364,Y,0.327,-,63.8,63.9,23.6,21.4,68.8,69.4,22.8,20.2
16-17,SPRING,Instructor,SENG,CENG,CENG,1000,L1,16-17-SPRING-CENG-1000,16-17-SPRING-CENG-1000-L1,16-17-SPRING-CENG-1000-L1-SI,"NG, Ka Ming",kekmng,55,0.364,Y,0.327,-,63.8,63.9,23.6,21.4,68.8,69.4,22.8,20.2
16-17,SPRING,Course,SENG,CENG,CENG,1600,-,16-17-SPRING-CENG-1600,-,-,-,-,-,0.339,,-,1,49.4,-,27.8,-,50.6,-,29,-
16-17,SPRING,Section,SENG,CENG,CENG,1600,L1,16-17-SPRING-CENG-1600,16-17-SPRING-CENG-1600-L1,-,-,-,115,0.339,,-,-,49.4,-,27.8,-,50.6,-,29,-
16-17,SPRING,Instructor,SENG,CENG,CENG,1600,L1,16-17-SPRING-CENG-1600,16-17-SPRING-CENG-1600-L1,16-17-SPRING-CENG-1600-L1-SI,"SUN, Fei",kefsun,115,0.339,,0.322,-,49.4,49.3,27.8,26,50.6,50.7,29,27.3
16-17,SPRING,Course,SENG,CENG,CENG,2210,-,16-17-SPRING-CENG-2210,-,-,-,-,-,0.545,,-,1,73.5,-,24.4,-,79.6,-,21.4,-
16-17,SPRING,Section,SENG,CENG,CENG,2210,L1,16-17-SPRING-CENG-2210,16-17-SPRING-CENG-2210-L1,-,-,-,89,0.545,,-,-,73.5,-,24.4,-,79.6,-,21.4,-
16-17,SPRING,Instructor,SENG,CENG,CENG,2210,L1,16-17-SPRING-CENG-2210,16-17-SPRING-CENG-2210-L1,16-17-SPRING-CENG-2210-L1-SI1,"LAM, Henry H N",kehlam,89,0.573,,0.551,-,73,74,25.9,23.9,86.3,87.8,21.4,17.8
16-17,SPRING,Instructor,SENG,CENG,CENG,2210,L1,16-17-SPRING-CENG-2210,16-17-SPRING-CENG-2210-L1,16-17-SPRING-CENG-2210-L1-SI2,"LUO, Zhengtang",keztluo,89,0.517,,0.494,-,73.9,75,22.9,20.2,72.3,72.2,19.2,18.8
16-17,SPRING,Course,SENG,CENG,CENG,2220,-,16-17-SPRING-CENG-2220,-,-,-,-,-,0.507,,0.479,1,67.6,67.9,18.5,16.7,76.4,77.1,19.5,17.5
16-17,SPRING,Section,SENG,CENG,CENG,2220,L1,16-17-SPRING-CENG-2220,16-17-SPRING-CENG-2220-L1,-,-,-,73,0.507,,0.479,-,67.6,67.9,18.5,16.7,76.4,77.1,19.5,17.5
16-17,SPRING,Instructor,SENG,CENG,CENG,2220,L1,16-17-SPRING-CENG-2220,16-17-SPRING-CENG-2220-L1,16-17-SPRING-CENG-2220-L1-SI,"CIUCCI,Francesco",mefrank,73,0.507,,0.479,-,67.6,67.9,18.5,16.7,76.4,77.1,19.5,17.5
16-17,SPRING,Course,SENG,CENG,CENG,3120,-,16-17-SPRING-CENG-3120,-,-,-,-,-,0.284,Y,0.257,1,50,50,39.7,38.3,60.7,61.8,34.1,31.6
16-17,SPRING,Section,SENG,CENG,CENG,3120,L1,16-17-SPRING-CENG-3120,16-17-SPRING-CENG-3120-L1,-,-,-,74,0.284,Y,0.257,-,50,50,39.7,38.3,60.7,61.8,34.1,31.6
16-17,SPRING,Instructor,SENG,CENG,CENG,3120,L1,16-17-SPRING-CENG-3120,16-17-SPRING-CENG-3120-L1,16-17-SPRING-CENG-3120-L1-SI,"HUI, Chi Wai",kehui,74,0.284,Y,0.257,-,50,50,39.7,38.3,60.7,61.8,34.1,31.6
16-17,SPRING,Course,SENG,CENG,CENG,3220,-,16-17-SPRING-CENG-3220,-,-,-,-,-,0.293,Y,0.267,1,65.9,67.5,27.3,23.1,70.5,72.5,27.4,22.8
16-17,SPRING,Section,SENG,CENG,CENG,3220,L1,16-17-SPRING-CENG-3220,16-17-SPRING-CENG-3220-L1,-,-,-,75,0.293,Y,0.267,-,65.9,67.5,27.3,23.1,70.5,72.5,27.4,22.8
16-17,SPRING,Instructor,SENG,CENG,CENG,3220,L1,16-17-SPRING-CENG-3220,16-17-SPRING-CENG-3220-L1,16-17-SPRING-CENG-3220-L1-SI,"GAO, Ping",kepgao,75,0.293,Y,0.267,-,65.9,67.5,27.3,23.1,70.5,72.5,27.4,22.8
16-17,SPRING,Course,SENG,CENG,CENG,4000H,-,16-17-SPRING-CENG-4000H,-,-,-,-,-,0.765,,-,1,80.8,-,23.2,-,86.5,-,16.5,-
16-17,SPRING,Section,SENG,CENG,CENG,4000H,L1,16-17-SPRING-CENG-4000H,16-17-SPRING-CENG-4000H-L1,-,-,-,17,0.765,,-,-,80.8,-,23.2,-,86.5,-,16.5,-
16-17,SPRING,Instructor,SENG,CENG,CENG,4000H,L1,16-17-SPRING-CENG-4000H,16-17-SPRING-CENG-4000H-L1,16-17-SPRING-CENG-4000H-L1-SI,"SHAO,Minhua",kemshao,17,0.765,,0.647,-,80.8,84.1,23.2,16.9,86.5,88.6,16.5,13.1
16-17,SPRING,Course,SENG,CENG,CENG,4630,-,16-17-SPRING-CENG-4630,-,-,-,-,-,0.619,Y,-,1,92.3,-,12,-,92.3,-,12,-
16-17,SPRING,Section,SENG,CENG,CENG,4630,L1,16-17-SPRING-CENG-4630,16-17-SPRING-CENG-4630-L1,-,-,-,21,0.619,Y,-,-,92.3,-,12,-,92.3,-,12,-
16-17,SPRING,Instructor,SENG,CENG,CENG,4630,L1,16-17-SPRING-CENG-4630,16-17-SPRING-CENG-4630-L1,16-17-SPRING-CENG-4630-L1-SI,LIU Yuan Shuai,keysliu,21,0.619,Y,0.524,-,92.3,93.2,12,11.7,92.3,93.2,12,11.7
16-17,SPRING,Course,SENG,CENG,CENG,4640,-,16-17-SPRING-CENG-4640,-,-,-,-,-,0.48,Y,0.4,1,47.9,47.5,27.1,18.4,50,50,28.2,20.4
16-17,SPRING,Section,SENG,CENG,CENG,4640,L1,16-17-SPRING-CENG-4640,16-17-SPRING-CENG-4640-L1,-,-,-,25,0.48,Y,0.4,-,47.9,47.5,27.1,18.4,50,50,28.2,20.4
16-17,SPRING,Instructor,SENG,CENG,CENG,4640,L1,16-17-SPRING-CENG-4640,16-17-SPRING-CENG-4640-L1,16-17-SPRING-CENG-4640-L1-SI,"BARFORD, John Patrick",barford,25,0.48,Y,0.4,-,47.9,47.5,27.1,18.4,50,50,28.2,20.4
16-17,SPRING,Course,SENG,CENG,CENG,4670,-,16-17-SPRING-CENG-4670,-,-,-,-,-,0.556,Y,-,1,82.5,-,16.9,-,87.5,-,13.2,-
16-17,SPRING,Section,SENG,CENG,CENG,4670,L1,16-17-SPRING-CENG-4670,16-17-SPRING-CENG-4670-L1,-,-,-,18,0.556,Y,-,-,82.5,-,16.9,-,87.5,-,13.2,-
16-17,SPRING,Instructor,SENG,CENG,CENG,4670,L1,16-17-SPRING-CENG-4670,16-17-SPRING-CENG-4670-L1,16-17-SPRING-CENG-4670-L1-SI,"LAKERVELD, Richard",kelakerveld,18,0.556,Y,0.444,-,82.5,84.4,16.9,12.9,87.5,87.5,13.2,13.4
16-17,SPRING,Course,SENG,CENG,CENG,4720,-,16-17-SPRING-CENG-4720,-,-,-,-,-,0.208,Y,-,1,42.5,-,26.5,-,55,-,19.7,-
16-17,SPRING,Section,SENG,CENG,CENG,4720,L1,16-17-SPRING-CENG-4720,16-17-SPRING-CENG-4720-L1,-,-,-,48,0.208,Y,-,-,42.5,-,26.5,-,55,-,19.7,-
16-17,SPRING,Instructor,SENG,CENG,CENG,4720,L1,16-17-SPRING-CENG-4720,16-17-SPRING-CENG-4720-L1,16-17-SPRING-CENG-4720-L1-SI,"YUE, Po Lock",keplyue,48,0.208,Y,0.167,-,42.5,43.8,26.5,22.2,55,53.1,19.7,8.8
16-17,SPRING,Course,SENG,CENG,CENG,4911,-,16-17-SPRING-CENG-4911,-,-,-,-,-,0.429,Y,0.143,1,58.3,50,14.4,0,-,-,-,-
16-17,SPRING,Section,SENG,CENG,CENG,4911,T1,16-17-SPRING-CENG-4911,16-17-SPRING-CENG-4911-T1,-,-,-,7,0.429,Y,0.143,-,58.3,50,14.4,0,-,-,-,-
16-17,SPRING,Instructor,SENG,CENG,CENG,4911,T1,16-17-SPRING-CENG-4911,16-17-SPRING-CENG-4911-T1,16-17-SPRING-CENG-4911-T1-SN1,,,7,0.429,Y,0.143,-,58.3,50,14.4,0,-,-,-,-
16-17,SPRING,Course,SENG,CENG,CENG,4912,-,16-17-SPRING-CENG-4912,-,-,-,-,-,0.098,Y,0.049,1,50,50,0,0,-,-,-,-
16-17,SPRING,Section,SENG,CENG,CENG,4912,T1,16-17-SPRING-CENG-4912,16-17-SPRING-CENG-4912-T1,-,-,-,41,0.098,Y,0.049,-,50,50,0,0,-,-,-,-
16-17,SPRING,Instructor,SENG,CENG,CENG,4912,T1,16-17-SPRING-CENG-4912,16-17-SPRING-CENG-4912-T1,16-17-SPRING-CENG-4912-T1-SN1,,,41,0.098,Y,0.049,-,50,50,0,0,-,-,-,-
16-17,SPRING,Course,SENG,CENG,CENG,4913,-,16-17-SPRING-CENG-4913,-,-,-,-,-,0.391,Y,-,2,50,-,18.9,-,-,-,-,-
16-17,SPRING,Section,SENG,CENG,CENG,4913,T1,16-17-SPRING-CENG-4913,16-17-SPRING-CENG-4913-T1,-,-,-,22,0.409,Y,0.318,-,50,50,18.9,15.8,-,-,-,-
16-17,SPRING,Instructor,SENG,CENG,CENG,4913,T1,16-17-SPRING-CENG-4913,16-17-SPRING-CENG-4913-T1,16-17-SPRING-CENG-4913-T1-SN1,,,22,0.409,Y,0.318,-,50,50,18.9,15.8,-,-,-,-
16-17,SPRING,Section,SENG,CENG,CENG,4913,T2,16-17-SPRING-CENG-4913,16-17-SPRING-CENG-4913-T2,-,-,-,1,0.0,Y,-,-,-,-,-,-,-,-,-,-
16-17,SPRING,Instructor,SENG,CENG,CENG,4913,T2,16-17-SPRING-CENG-4913,16-17-SPRING-CENG-4913-T2,16-17-SPRING-CENG-4913-T2-SN1,,,1,0.0,Y,-,-,-,-,-,-,-,-,-,-
16-17,SPRING,Course,SENG,CENG,CENG,5100,-,16-17-SPRING-CENG-5100,-,-,-,-,-,0.657,,-,1,90.2,-,16.4,-,94.6,-,13,-
16-17,SPRING,Section,SENG,CENG,CENG,5100,L1,16-17-SPRING-CENG-5100,16-17-SPRING-CENG-5100-L1,-,-,-,35,0.657,,-,-,90.2,-,16.4,-,94.6,-,13,-
16-17,SPRING,Instructor,SENG,CENG,CENG,5100,L1,16-17-SPRING-CENG-5100,16-17-SPRING-CENG-5100-L1,16-17-SPRING-CENG-5100-L1-SI,Frank L Y Lam,kefrank,35,0.657,,0.6,-,90.2,91.7,16.4,14.4,94.6,96.4,13,9
16-17,SPRING,Course,SENG,CENG,CENG,5210,-,16-17-SPRING-CENG-5210,-,-,-,-,-,0.75,Y,-,1,77.8,-,19.5,-,80.6,-,20.8,-
16-17,SPRING,Section,SENG,CENG,CENG,5210,L1,16-17-SPRING-CENG-5210,16-17-SPRING-CENG-5210-L1,-,-,-,12,0.75,Y,-,-,77.8,-,19.5,-,80.6,-,20.8,-
16-17,SPRING,Instructor,SENG,CENG,CENG,5210,L1,16-17-SPRING-CENG-5210,16-17-SPRING-CENG-5210-L1,16-17-SPRING-CENG-5210-L1-SI,"HU, Xijun",kexhu,12,0.75,Y,0.583,-,77.8,78.6,19.5,17.3,80.6,82.1,20.8,18.9
16-17,SPRING,Course,SENG,CENG,CENG,5910,-,16-17-SPRING-CENG-5910,-,-,-,-,-,0.8,Y,-,1,84.4,-,18.6,-,93.8,-,17.7,-
