Academic Year,Term,Level of Statistics,School,Dept,Course Group,Course No,Section,Course Code,Section Code,Survey Name,Instructor's Name,Instructor's ITSC,Enrolment,Response Rate,Low Response Rate Indicator,Response Rate (Adjusted),Number of Sections Evaluated,Course Overall - Mean,Course Overall - Mean (Adjusted),Course Overall - SD,Course Overall -  SD (Adjusted),Instructor Overall - Mean,Instructor Overall - Mean (Adjusted),Instructor Overall - SD,Instructor Overall - SD (Adjusted)
17-18,SPRING,School,SSCI,-,-,-,-,-,-,-,-,-,-,0.443,,-,246,72.7,-,24.4,-,75.8,-,24.2,-
17-18,SPRING,Dept / Course Group,SSCI,CHMS,-,-,-,-,-,-,-,-,-,0.534,,-,6,91.5,-,15.3,-,92.8,-,14.7,-
17-18,SPRING,Dept / Course Group,SSCI,CHEM,-,-,-,-,-,-,-,-,-,0.46,,-,45,70.1,-,21.7,-,74.4,-,21.8,-
17-18,SPRING,Dept / Course Group,SSCI,ENTR-SSCI,-,-,-,-,-,-,-,-,-,0.463,,-,2,73.3,-,27.8,-,80.8,-,23.4,-
17-18,SPRING,Dept / Course Group,SSCI,LIFS,-,-,-,-,-,-,-,-,-,0.369,,-,32,74.7,-,21.1,-,76.8,-,22.9,-
17-18,SPRING,Dept / Course Group,SSCI,MAED,-,-,-,-,-,-,-,-,-,0.458,,-,4,85.5,-,18,-,92.8,-,16.3,-
17-18,SPRING,Dept / Course Group,SSCI,MATH,-,-,-,-,-,-,-,-,-,0.446,,-,84,71.4,-,26.8,-,75,-,27.2,-
17-18,SPRING,Dept / Course Group,SSCI,NANO,-,-,-,-,-,-,-,-,-,0.842,,-,3,82.8,-,27,-,85.9,-,27.3,-
17-18,SPRING,Dept / Course Group,SSCI,OCES,-,-,-,-,-,-,-,-,-,0.448,,-,9,76.2,-,25.6,-,80.9,-,23.4,-
17-18,SPRING,Dept / Course Group,SSCI,PHYS,-,-,-,-,-,-,-,-,-,0.538,,-,51,68.9,-,26,-,72,-,23.8,-
17-18,SPRING,Dept / Course Group,SSCI,SCIE,-,-,-,-,-,-,-,-,-,0.465,,-,5,72.5,-,28.4,-,75.7,-,26,-
17-18,SPRING,Dept / Course Group,SSCI,CSIC,-,-,-,-,-,-,-,-,-,0.694,,-,1,81,-,25.3,-,87,-,19.3,-
17-18,SPRING,Dept / Course Group,SSCI,MAFS,-,-,-,-,-,-,-,-,-,0.367,,-,6,90.8,-,16.5,-,91.7,-,16.3,-
17-18,SPRING,Course,SSCI,CHMS,CHMS,5050,-,17-18-SPRING-CHMS-5050,-,-,-,-,-,0.5,,-,1,87.5,-,18.6,-,92.7,-,16.3,-
17-18,SPRING,Section,SSCI,CHMS,CHMS,5050,L1,17-18-SPRING-CHMS-5050,17-18-SPRING-CHMS-5050-L1,-,-,-,48,0.5,,-,-,87.5,-,18.6,-,92.7,-,16.3,-
17-18,SPRING,Instructor,SSCI,CHMS,CHMS,5050,L1,17-18-SPRING-CHMS-5050,17-18-SPRING-CHMS-5050-L1,17-18-SPRING-CHMS-5050-L1-SI1,"LI, Xiaoyuan",chxyli,48,0.521,,0.479,-,85,85.9,20.4,19.7,91,93.5,18.9,13.5
17-18,SPRING,Instructor,SSCI,CHMS,CHMS,5050,L1,17-18-SPRING-CHMS-5050,17-18-SPRING-CHMS-5050-L1,17-18-SPRING-CHMS-5050-L1-SI2,"WU, Hongkai",chhkwu,48,0.479,,0.438,-,90.2,91.7,16.4,14.4,94.6,96.4,13,9
17-18,SPRING,Course,SSCI,CHMS,CHMS,5111,-,17-18-SPRING-CHMS-5111,-,-,-,-,-,0.632,Y,-,1,86.5,-,18,-,89.6,-,14.6,-
17-18,SPRING,Section,SSCI,CHMS,CHMS,5111,L1,17-18-SPRING-CHMS-5111,17-18-SPRING-CHMS-5111-L1,-,-,-,19,0.632,Y,-,-,86.5,-,18,-,89.6,-,14.6,-
17-18,SPRING,Instructor,SSCI,CHMS,CHMS,5111,L1,17-18-SPRING-CHMS-5111,17-18-SPRING-CHMS-5111-L1,17-18-SPRING-CHMS-5111-L1-SI1,"GRIFFITH,Stephen Miles",stegriff,19,0.684,Y,0.579,-,84.6,86.4,19.2,17.2,90.4,90.9,12.7,12.6
17-18,SPRING,Instructor,SSCI,CHMS,CHMS,5111,L1,17-18-SPRING-CHMS-5111,17-18-SPRING-CHMS-5111-L1,17-18-SPRING-CHMS-5111-L1-SI2,"NAGL, Stefan",chnagl,19,0.579,Y,0.474,-,88.6,91.7,17.2,12.5,88.6,91.7,17.2,12.5
17-18,SPRING,Course,SSCI,CHMS,CHMS,5112,-,17-18-SPRING-CHMS-5112,-,-,-,-,-,0.652,,-,1,93.3,-,14.6,-,92.5,-,14.9,-
17-18,SPRING,Section,SSCI,CHMS,CHMS,5112,L1,17-18-SPRING-CHMS-5112,17-18-SPRING-CHMS-5112-L1,-,-,-,23,0.652,,-,-,93.3,-,14.6,-,92.5,-,14.9,-
17-18,SPRING,Instructor,SSCI,CHMS,CHMS,5112,L1,17-18-SPRING-CHMS-5112,17-18-SPRING-CHMS-5112-L1,17-18-SPRING-CHMS-5112-L1-SI1,"CHAN, Simon Wan",chanwan,23,0.696,,0.609,-,92.2,94.6,15.1,10.6,92.2,94.6,15.1,10.6
17-18,SPRING,Instructor,SSCI,CHMS,CHMS,5112,L1,17-18-SPRING-CHMS-5112,17-18-SPRING-CHMS-5112-L1,17-18-SPRING-CHMS-5112-L1-SI2,"GUO, Zhihong",chguo,23,0.609,Y,0.522,-,94.6,97.9,14.5,7.2,92.9,95.8,15.3,9.7
17-18,SPRING,Course,SSCI,CHMS,CHMS,5120,-,17-18-SPRING-CHMS-5120,-,-,-,-,-,0.529,,-,1,95.8,-,11.2,-,95.8,-,9.4,-
17-18,SPRING,Section,SSCI,CHMS,CHMS,5120,L1,17-18-SPRING-CHMS-5120,17-18-SPRING-CHMS-5120-L1,-,-,-,34,0.529,,-,-,95.8,-,11.2,-,95.8,-,9.4,-
17-18,SPRING,Instructor,SSCI,CHMS,CHMS,5120,L1,17-18-SPRING-CHMS-5120,17-18-SPRING-CHMS-5120-L1,17-18-SPRING-CHMS-5120-L1-SI1,"CHAN, Kwan Kit Jason",kkjchan,34,0.559,,0.5,-,94.7,97.1,13.4,8.3,96.1,97.1,9.4,8.3
17-18,SPRING,Instructor,SSCI,CHMS,CHMS,5120,L1,17-18-SPRING-CHMS-5120,17-18-SPRING-CHMS-5120-L1,17-18-SPRING-CHMS-5120-L1-SI2,"TSANG, Ming Wai Emily",chetsang,34,0.5,Y,0.441,-,97.1,98.3,8.3,6.5,95.6,96.7,9.8,8.8
17-18,SPRING,Course,SSCI,CHMS,CHMS,5130,-,17-18-SPRING-CHMS-5130,-,-,-,-,-,0.405,Y,-,1,98.5,-,6.1,-,95.6,-,13.2,-
17-18,SPRING,Section,SSCI,CHMS,CHMS,5130,L1,17-18-SPRING-CHMS-5130,17-18-SPRING-CHMS-5130-L1,-,-,-,21,0.405,Y,-,-,98.5,-,6.1,-,95.6,-,13.2,-
17-18,SPRING,Instructor,SSCI,CHMS,CHMS,5130,L1,17-18-SPRING-CHMS-5130,17-18-SPRING-CHMS-5130-L1,17-18-SPRING-CHMS-5130-L1-SI1,"WILLIAMS, Ian Duncan",chwill,21,0.429,Y,0.333,-,100,100,0,0,100,100,0,0
17-18,SPRING,Instructor,SSCI,CHMS,CHMS,5130,L1,17-18-SPRING-CHMS-5130,17-18-SPRING-CHMS-5130-L1,17-18-SPRING-CHMS-5130-L1-SI2,"YAN, Henry He",hyan,21,0.381,Y,0.286,-,96.9,100,8.8,0,90.6,95.8,18.6,10.2
17-18,SPRING,Course,SSCI,CHMS,CHMS,5140,-,17-18-SPRING-CHMS-5140,-,-,-,-,-,0.528,,0.472,1,90.8,91.2,12.4,12.3,89.5,92.6,19.2,11.7
17-18,SPRING,Section,SSCI,CHMS,CHMS,5140,L1,17-18-SPRING-CHMS-5140,17-18-SPRING-CHMS-5140-L1,-,-,-,36,0.528,,0.472,-,90.8,91.2,12.4,12.3,89.5,92.6,19.2,11.7
17-18,SPRING,Instructor,SSCI,CHMS,CHMS,5140,L1,17-18-SPRING-CHMS-5140,17-18-SPRING-CHMS-5140-L1,17-18-SPRING-CHMS-5140-L1-SI,"YEUNG, Lam Lung",chyeungl,36,0.528,,0.472,-,90.8,91.2,12.4,12.3,89.5,92.6,19.2,11.7
17-18,SPRING,Course,SSCI,CHEM,CHEM,1004,-,17-18-SPRING-CHEM-1004,-,-,-,-,-,0.565,,0.545,1,74.3,75.2,24.9,22.8,83.6,84.4,17.5,15.7
17-18,SPRING,Section,SSCI,CHEM,CHEM,1004,L1,17-18-SPRING-CHEM-1004,17-18-SPRING-CHEM-1004-L1,-,-,-,191,0.565,,0.545,-,74.3,75.2,24.9,22.8,83.6,84.4,17.5,15.7
