Academic Year,Term,Level of Statistics,School,Dept,Course Group,Course No,Section,Course Code,Section Code,Survey Name,Instructor's Name,Instructor's ITSC,Enrolment,Response Rate,Low Response Rate Indicator,Response Rate (Adjusted),Number of Sections Evaluated,Course Overall - Mean,Course Overall - Mean (Adjusted),Course Overall - SD,Course Overall -  SD (Adjusted),Instructor Overall - Mean,Instructor Overall - Mean (Adjusted),Instructor Overall - SD,Instructor Overall - SD (Adjusted)
23-24,WINTER,School,SBM,-,-,-,-,-,-,-,-,-,-,0.359,,-,18,4.39,-,0.77,-,4.53,-,0.7,-
23-24,WINTER,Dept / Course Group,SBM,ECON,-,-,-,-,-,-,-,-,-,0.264,Y,-,2,4.87,-,0.34,-,4.91,-,0.29,-
23-24,WINTER,Dept / Course Group,SBM,ENTR-SBM,-,-,-,-,-,-,-,-,-,0.667,Y,-,1,4.75,-,0.5,-,5.0,-,0.0,-
23-24,WINTER,Dept / Course Group,SBM,ISOM,-,-,-,-,-,-,-,-,-,0.364,,-,12,4.43,-,0.69,-,4.55,-,0.64,-
23-24,WINTER,Dept / Course Group,SBM,MARK,-,-,-,-,-,-,-,-,-,0.367,Y,-,1,4.5,-,0.51,-,4.64,-,0.58,-
23-24,WINTER,Dept / Course Group,SBM,SBMT,-,-,-,-,-,-,-,-,-,0.381,,-,2,3.66,-,1.21,-,4.19,-,0.96,-
23-24,WINTER,Course,SBM,ECON,ECON,5341,-,23-24-WINTER-ECON-5341,-,-,-,-,-,0.253,Y,-,1,4.86,-,0.36,-,4.9,-,0.3,-
23-24,WINTER,Section,SBM,ECON,ECON,5341,L1,23-24-WINTER-ECON-5341,23-24-WINTER-ECON-5341-L1,-,-,-,83,0.253,Y,-,-,4.86,-,0.36,-,4.9,-,0.3,-
23-24,WINTER,Instructor,SBM,ECON,ECON,5341,L1,23-24-WINTER-ECON-5341,23-24-WINTER-ECON-5341-L1,23-24-WINTER-ECON-5341-L1-SI,"LORETAN, Mico",mico,83,0.253,Y,0.229,-,4.86,4.89,0.36,0.32,4.9,4.95,0.3,0.23
23-24,WINTER,Course,SBM,ECON,ECON,6120X,-,23-24-WINTER-ECON-6120X,-,-,-,-,-,0.5,Y,-,1,5.0,-,0.0,-,5.0,-,0.0,-
23-24,WINTER,Section,SBM,ECON,ECON,6120X,L1,23-24-WINTER-ECON-6120X,23-24-WINTER-ECON-6120X-L1,-,-,-,4,0.5,Y,-,-,5.0,-,0.0,-,5.0,-,0.0,-
23-24,WINTER,Instructor,SBM,ECON,ECON,6120X,L1,23-24-WINTER-ECON-6120X,23-24-WINTER-ECON-6120X-L1,23-24-WINTER-ECON-6120X-L1-SI,"LEE, Lung Fei",lflee,4,0.5,Y,-,-,5.0,-,0.0,-,5.0,-,0.0,-
23-24,WINTER,Course,SBM,ENTR-SBM,ENTR,3360,-,23-24-WINTER-ENTR-3360,-,-,-,-,-,0.667,Y,0.333,1,4.75,5,0.5,0,5.0,5,0.0,0
23-24,WINTER,Section,SBM,ENTR-SBM,ENTR,3360,L1,23-24-WINTER-ENTR-3360,23-24-WINTER-ENTR-3360-L1,-,-,-,6,0.667,Y,0.333,-,4.75,5,0.5,0,5.0,5,0.0,0
23-24,WINTER,Instructor,SBM,ENTR-SBM,ENTR,3360,L1,23-24-WINTER-ENTR-3360,23-24-WINTER-ENTR-3360-L1,23-24-WINTER-ENTR-3360-L1-SI,"LEUNG, Suk Wai Winnie",eewswleung,6,0.667,Y,0.333,-,4.75,5,0.5,0,5.0,5,0.0,0
23-24,WINTER,Course,SBM,ISOM,ISOM,1090,-,23-24-WINTER-ISOM-1090,-,-,-,-,-,0.183,Y,-,1,4.15,-,0.38,-,4.23,-,0.44,-
