Academic Year,Term,Level of Statistics,School,Dept,Course Group,Course No,Section,Course Code,Section Code,Survey Name,Instructor's Name,Instructor's ITSC,Enrolment,Response Rate,Low Response Rate Indicator,Response Rate (Adjusted),Number of Sections Evaluated,Course Overall - Mean,Course Overall - Mean (Adjusted),Course Overall - SD,Course Overall -  SD (Adjusted),Instructor Overall - Mean,Instructor Overall - Mean (Adjusted),Instructor Overall - SD,Instructor Overall - SD (Adjusted)
24-25,FALL,School,SBM,-,-,-,-,-,-,-,-,-,-,0.432,,-,453,4.3,-,0.86,-,4.39,-,0.84,-
24-25,FALL,Dept / Course Group,SBM,ACCT,-,-,-,-,-,-,-,-,-,0.421,,-,55,4.25,-,0.86,-,4.33,-,0.83,-
24-25,FALL,Dept / Course Group,SBM,BIBU-SBM,-,-,-,-,-,-,-,-,-,0.245,Y,-,1,3.33,-,1.37,-,4.08,-,1.06,-
24-25,FALL,Dept / Course Group,SBM,ECON,-,-,-,-,-,-,-,-,-,0.406,,-,68,4.37,-,0.77,-,4.44,-,0.78,-
24-25,FALL,Dept / Course Group,SBM,ENTR-SBM,-,-,-,-,-,-,-,-,-,0.481,,-,2,4.32,-,0.81,-,4.45,-,0.76,-
24-25,FALL,Dept / Course Group,SBM,FINA,-,-,-,-,-,-,-,-,-,0.562,,-,58,4.42,-,0.8,-,4.48,-,0.79,-
24-25,FALL,Dept / Course Group,SBM,GBUS,-,-,-,-,-,-,-,-,-,0.276,,-,4,4.35,-,0.85,-,4.32,-,1.07,-
24-25,FALL,Dept / Course Group,SBM,ISOM,-,-,-,-,-,-,-,-,-,0.369,,-,130,4.24,-,0.89,-,4.33,-,0.88,-
24-25,FALL,Dept / Course Group,SBM,MFIT-SBM,-,-,-,-,-,-,-,-,-,0.336,,-,10,4.4,-,0.88,-,4.42,-,0.93,-
24-25,FALL,Dept / Course Group,SBM,MIMT,-,-,-,-,-,-,-,-,-,0.626,,-,11,4.26,-,1.03,-,4.38,-,0.86,-
24-25,FALL,Dept / Course Group,SBM,MGMT,-,-,-,-,-,-,-,-,-,0.429,,-,70,4.23,-,0.92,-,4.42,-,0.81,-
24-25,FALL,Dept / Course Group,SBM,MARK,-,-,-,-,-,-,-,-,-,0.492,,-,40,4.28,-,0.88,-,4.36,-,0.87,-
24-25,FALL,Dept / Course Group,SBM,RMBI,-,-,-,-,-,-,-,-,-,0.373,,-,2,4.14,-,0.8,-,4.29,-,0.76,-
24-25,FALL,Dept / Course Group,SBM,WBBA,-,-,-,-,-,-,-,-,-,0.8,,-,1,4.08,-,0.8,-,4.15,-,0.83,-
24-25,FALL,Dept / Course Group,SBM,SBMT,-,-,-,-,-,-,-,-,-,0.5,,-,6,4.69,-,0.62,-,4.74,-,0.5,-
24-25,FALL,Dept / Course Group,SBM,SBMT-SBM,-,-,-,-,-,-,-,-,-,0.479,,-,2,4.93,-,0.26,-,4.88,-,0.32,-
24-25,FALL,Course,SBM,ACCT,ACCT,2010,-,24-25-FALL-ACCT-2010,-,-,-,-,-,0.557,,-,17,4.05,-,0.87,-,4.2,-,0.83,-
24-25,FALL,Section,SBM,ACCT,ACCT,2010,L01,24-25-FALL-ACCT-2010,24-25-FALL-ACCT-2010-L01,-,-,-,73,0.452,,-,-,3.91,-,0.91,-,4.33,-,0.69,-
24-25,FALL,Instructor,SBM,ACCT,ACCT,2010,L01,24-25-FALL-ACCT-2010,24-25-FALL-ACCT-2010-L01,24-25-FALL-ACCT-2010-L01-SI,"CHEN, Wilbur",acwilbur,73,0.452,,0.425,-,3.91,3.94,0.91,0.85,4.33,4.35,0.69,0.66
24-25,FALL,Section,SBM,ACCT,ACCT,2010,L02,24-25-FALL-ACCT-2010,24-25-FALL-ACCT-2010-L02,-,-,-,74,0.514,,-,-,4.32,-,0.77,-,4.45,-,0.5,-
24-25,FALL,Instructor,SBM,ACCT,ACCT,2010,L02,24-25-FALL-ACCT-2010,24-25-FALL-ACCT-2010-L02,24-25-FALL-ACCT-2010-L02-SI,"CHEN, Wilbur",acwilbur,74,0.514,,0.486,-,4.32,4.39,0.77,0.55,4.45,4.44,0.5,0.5
24-25,FALL,Section,SBM,ACCT,ACCT,2010,L03,24-25-FALL-ACCT-2010,24-25-FALL-ACCT-2010-L03,-,-,-,74,0.608,,-,-,4.04,-,0.95,-,4.38,-,0.78,-
24-25,FALL,Instructor,SBM,ACCT,ACCT,2010,L03,24-25-FALL-ACCT-2010,24-25-FALL-ACCT-2010-L03,24-25-FALL-ACCT-2010-L03-SI,"CHEN, Wilbur",acwilbur,74,0.608,,0.581,-,4.04,4.09,0.95,0.84,4.38,4.4,0.78,0.76
24-25,FALL,Section,SBM,ACCT,ACCT,2010,L04,24-25-FALL-ACCT-2010,24-25-FALL-ACCT-2010-L04,-,-,-,70,0.414,,-,-,3.52,-,1.15,-,3.62,-,0.98,-
