Academic Year,Term,Level of Statistics,School,Dept,Course Group,Course No,Section,Course Code,Section Code,Survey Name,Instructor's Name,Instructor's ITSC,Enrolment,Response Rate,Low Response Rate Indicator,Response Rate (Adjusted),Number of Sections Evaluated,Course Overall - Mean,Course Overall - Mean (Adjusted),Course Overall - SD,Course Overall -  SD (Adjusted),Instructor Overall - Mean,Instructor Overall - Mean (Adjusted),Instructor Overall - SD,Instructor Overall - SD (Adjusted)
18-19,FALL,School,SBM,-,-,-,-,-,-,-,-,-,-,0.558,,-,365,75.6,-,25.0,-,80.4,-,24.3,-
18-19,FALL,Dept / Course Group,SBM,ACCT,-,-,-,-,-,-,-,-,-,0.583,,-,49,78.0,-,23.2,-,83.1,-,21.8,-
18-19,FALL,Dept / Course Group,SBM,ECON,-,-,-,-,-,-,-,-,-,0.622,,-,52,76.5,-,24.9,-,77.6,-,27.3,-
18-19,FALL,Dept / Course Group,SBM,FINA,-,-,-,-,-,-,-,-,-,0.588,,-,55,74.3,-,27.2,-,78.9,-,26.3,-
18-19,FALL,Dept / Course Group,SBM,GBUS,-,-,-,-,-,-,-,-,-,0.467,,-,3,77.3,-,21.7,-,81.3,-,25,-
18-19,FALL,Dept / Course Group,SBM,ISOM,-,-,-,-,-,-,-,-,-,0.53,,-,104,75.2,-,24.7,-,80.1,-,24,-
18-19,FALL,Dept / Course Group,SBM,MIMT,-,-,-,-,-,-,-,-,-,0.913,,-,11,76.3,-,25.5,-,82.7,-,22,-
18-19,FALL,Dept / Course Group,SBM,MGMT,-,-,-,-,-,-,-,-,-,0.535,,-,68,77.0,-,23.9,-,85.1,-,19.3,-
18-19,FALL,Dept / Course Group,SBM,MARK,-,-,-,-,-,-,-,-,-,0.51,,-,27,70.0,-,26.2,-,74.5,-,26.5,-
18-19,FALL,Dept / Course Group,SBM,SBMT,-,-,-,-,-,-,-,-,-,0.188,Y,-,1,66.1,-,24.4,-,74.6,-,17.2,-
18-19,FALL,Course,SBM,ACCT,ACCT,1010,-,18-19-FALL-ACCT-1010,-,-,-,-,-,0.391,,0.359,2,81.0,81.5,17.9,17,89.5,90.8,16.8,15.2
18-19,FALL,Section,SBM,ACCT,ACCT,1010,L1,18-19-FALL-ACCT-1010,18-19-FALL-ACCT-1010-L1,-,-,-,65,0.381,,0.349,-,82.3,83,18.8,17.9,87.5,88.6,19.5,18.5
18-19,FALL,Instructor,SBM,ACCT,ACCT,1010,L1,18-19-FALL-ACCT-1010,18-19-FALL-ACCT-1010-L1,18-19-FALL-ACCT-1010-L1-SI,"CHAN, Dennis S S",acdennis,65,0.381,,0.349,-,82.3,83,18.8,17.9,87.5,88.6,19.5,18.5
18-19,FALL,Section,SBM,ACCT,ACCT,1010,L2,18-19-FALL-ACCT-1010,18-19-FALL-ACCT-1010-L2,-,-,-,65,0.4,,0.369,-,79.8,80.2,17.3,16.5,91.3,92.7,14,11.6
18-19,FALL,Instructor,SBM,ACCT,ACCT,1010,L2,18-19-FALL-ACCT-1010,18-19-FALL-ACCT-1010-L2,18-19-FALL-ACCT-1010-L2-SI,"CHAN, Dennis S S",acdennis,65,0.4,,0.369,-,79.8,80.2,17.3,16.5,91.3,92.7,14,11.6
18-19,FALL,Course,SBM,ACCT,ACCT,2010,-,18-19-FALL-ACCT-2010,-,-,-,-,-,0.684,,-,16,72.1,-,24.4,-,78.9,-,23.6,-
18-19,FALL,Section,SBM,ACCT,ACCT,2010,L01,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L01,-,-,-,56,0.732,,0.696,-,77.4,78.8,26.1,23.3,86,87.2,18.6,16.1
18-19,FALL,Instructor,SBM,ACCT,ACCT,2010,L01,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L01,18-19-FALL-ACCT-2010-L01-SI,"TANG, Chao",actang,56,0.732,,0.696,-,77.4,78.8,26.1,23.3,86,87.2,18.6,16.1
18-19,FALL,Section,SBM,ACCT,ACCT,2010,L02,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L02,-,-,-,55,0.836,,0.8,-,73.4,74.4,26.0,23.8,82.6,83.5,18.9,17
18-19,FALL,Instructor,SBM,ACCT,ACCT,2010,L02,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L02,18-19-FALL-ACCT-2010-L02-SI,"TANG, Chao",actang,55,0.836,,0.8,-,73.4,74.4,26.0,23.8,82.6,83.5,18.9,17
18-19,FALL,Section,SBM,ACCT,ACCT,2010,L03,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L03,-,-,-,54,0.648,,0.611,-,67.9,68.9,28.2,25.8,75.7,77.3,26.1,22.8
18-19,FALL,Instructor,SBM,ACCT,ACCT,2010,L03,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L03,18-19-FALL-ACCT-2010-L03-SI,"TANG, Chao",actang,54,0.648,,0.611,-,67.9,68.9,28.2,25.8,75.7,77.3,26.1,22.8
18-19,FALL,Section,SBM,ACCT,ACCT,2010,L04,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L04,-,-,-,52,0.712,,0.673,-,60.8,60.7,24.7,23.7,54.7,55,31.1,29.6
18-19,FALL,Instructor,SBM,ACCT,ACCT,2010,L04,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L04,18-19-FALL-ACCT-2010-L04-SI,"LI, Gerry K H",acgerry,52,0.712,,0.673,-,60.8,60.7,24.7,23.7,54.7,55,31.1,29.6
18-19,FALL,Section,SBM,ACCT,ACCT,2010,L05,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L05,-,-,-,68,0.765,,0.735,-,76.0,77,22.1,19.5,75.5,76.5,25.5,23.4
18-19,FALL,Instructor,SBM,ACCT,ACCT,2010,L05,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L05,18-19-FALL-ACCT-2010-L05-SI,"LI, Gerry K H",acgerry,68,0.765,,0.735,-,76.0,77,22.1,19.5,75.5,76.5,25.5,23.4
18-19,FALL,Section,SBM,ACCT,ACCT,2010,L06,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L06,-,-,-,59,0.661,,0.627,-,59.6,60.1,25.4,23.2,62.2,62.8,24.2,21.7
18-19,FALL,Instructor,SBM,ACCT,ACCT,2010,L06,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L06,18-19-FALL-ACCT-2010-L06-SI,"LI, Gerry K H",acgerry,59,0.661,,0.627,-,59.6,60.1,25.4,23.2,62.2,62.8,24.2,21.7
18-19,FALL,Section,SBM,ACCT,ACCT,2010,L07,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L07,-,-,-,62,0.667,,0.635,-,64.9,65,20.7,19.4,61.3,61.9,19.3,16
18-19,FALL,Instructor,SBM,ACCT,ACCT,2010,L07,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L07,18-19-FALL-ACCT-2010-L07-SI,"LI, Gerry K H",acgerry,62,0.667,,0.635,-,64.9,65,20.7,19.4,61.3,61.9,19.3,16
18-19,FALL,Section,SBM,ACCT,ACCT,2010,L08,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L08,-,-,-,65,0.723,,0.692,-,66.5,67.2,23.5,21.2,80.3,81.1,19.5,17.8
18-19,FALL,Instructor,SBM,ACCT,ACCT,2010,L08,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L08,18-19-FALL-ACCT-2010-L08-SI,"LI, Xinlei",acxinlei,65,0.723,,0.692,-,66.5,67.2,23.5,21.2,80.3,81.1,19.5,17.8
18-19,FALL,Section,SBM,ACCT,ACCT,2010,L09,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L09,-,-,-,63,0.73,,0.698,-,75.5,76.7,22.7,19.7,83.7,85.2,19.2,14.6
18-19,FALL,Instructor,SBM,ACCT,ACCT,2010,L09,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L09,18-19-FALL-ACCT-2010-L09-SI,"LI, Xinlei",acxinlei,63,0.73,,0.698,-,75.5,76.7,22.7,19.7,83.7,85.2,19.2,14.6
18-19,FALL,Section,SBM,ACCT,ACCT,2010,L10,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L10,-,-,-,63,0.641,,0.609,-,71.3,72.4,31.4,29.7,85.4,87.2,23,18.9
18-19,FALL,Instructor,SBM,ACCT,ACCT,2010,L10,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L10,18-19-FALL-ACCT-2010-L10-SI,"LI, Xinlei",acxinlei,63,0.641,,0.609,-,71.3,72.4,31.4,29.7,85.4,87.2,23,18.9
18-19,FALL,Section,SBM,ACCT,ACCT,2010,L11,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L11,-,-,-,65,0.508,,0.477,-,82.6,83.9,19.2,16.5,80.3,82.3,24,19.6
18-19,FALL,Instructor,SBM,ACCT,ACCT,2010,L11,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L11,18-19-FALL-ACCT-2010-L11-SI,"CHEN, Szu Fan",acsfc,65,0.508,,0.477,-,82.6,83.9,19.2,16.5,80.3,82.3,24,19.6
18-19,FALL,Section,SBM,ACCT,ACCT,2010,L12,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L12,-,-,-,67,0.567,,0.537,-,81.6,82.6,19.9,17.7,90.8,91.7,13.5,12
18-19,FALL,Instructor,SBM,ACCT,ACCT,2010,L12,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L12,18-19-FALL-ACCT-2010-L12-SI,"CHEN, Szu Fan",acsfc,67,0.567,,0.537,-,81.6,82.6,19.9,17.7,90.8,91.7,13.5,12
18-19,FALL,Section,SBM,ACCT,ACCT,2010,L13,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L13,-,-,-,63,0.714,,0.683,-,78.9,79.7,18.4,16.6,87.2,88.4,18.2,15.8
18-19,FALL,Instructor,SBM,ACCT,ACCT,2010,L13,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L13,18-19-FALL-ACCT-2010-L13-SI,"CHEN, Szu Fan",acsfc,63,0.714,,0.683,-,78.9,79.7,18.4,16.6,87.2,88.4,18.2,15.8
18-19,FALL,Section,SBM,ACCT,ACCT,2010,L14,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L14,-,-,-,72,0.778,,0.75,-,71.9,72.7,22.9,20.8,87.5,88.9,17.2,12.5
18-19,FALL,Instructor,SBM,ACCT,ACCT,2010,L14,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L14,18-19-FALL-ACCT-2010-L14-SI,MAK Kelvin P,acmak,72,0.778,,0.75,-,71.9,72.7,22.9,20.8,87.5,88.9,17.2,12.5
18-19,FALL,Section,SBM,ACCT,ACCT,2010,L15,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L15,-,-,-,58,0.644,,0.61,-,77.6,78.5,21.6,20,87.5,88.9,20.8,18.4
18-19,FALL,Instructor,SBM,ACCT,ACCT,2010,L15,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L15,18-19-FALL-ACCT-2010-L15-SI,MAK Kelvin P,acmak,58,0.644,,0.61,-,77.6,78.5,21.6,20,87.5,88.9,20.8,18.4
18-19,FALL,Section,SBM,ACCT,ACCT,2010,L16,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L16,-,-,-,69,0.643,,0.614,-,68.3,69.2,24.7,22.4,76.1,77.3,23.2,20.3
18-19,FALL,Instructor,SBM,ACCT,ACCT,2010,L16,18-19-FALL-ACCT-2010,18-19-FALL-ACCT-2010-L16,18-19-FALL-ACCT-2010-L16-SI,MAK Kelvin P,acmak,69,0.643,,0.614,-,68.3,69.2,24.7,22.4,76.1,77.3,23.2,20.3
18-19,FALL,Course,SBM,ACCT,ACCT,3010,-,18-19-FALL-ACCT-3010,-,-,-,-,-,0.453,,0.418,3,65.3,65.8,23.4,20.8,65.5,66.8,27.7,24.3
18-19,FALL,Section,SBM,ACCT,ACCT,3010,L1,18-19-FALL-ACCT-3010,18-19-FALL-ACCT-3010-L1,-,-,-,57,0.474,,0.439,-,66.7,67,25.0,23.6,66.7,68,29.4,26.5
18-19,FALL,Instructor,SBM,ACCT,ACCT,3010,L1,18-19-FALL-ACCT-3010,18-19-FALL-ACCT-3010-L1,18-19-FALL-ACCT-3010-L1-SI,Amy ZANG,aczang,57,0.474,,0.439,-,66.7,67,25.0,23.6,66.7,68,29.4,26.5
18-19,FALL,Section,SBM,ACCT,ACCT,3010,L2,18-19-FALL-ACCT-3010,18-19-FALL-ACCT-3010-L2,-,-,-,55,0.436,,0.4,-,65.6,67,27.4,23.6,70.8,72.7,26.2,21.7
18-19,FALL,Instructor,SBM,ACCT,ACCT,3010,L2,18-19-FALL-ACCT-3010,18-19-FALL-ACCT-3010-L2,18-19-FALL-ACCT-3010-L2-SI,Amy ZANG,aczang,55,0.436,,0.4,-,65.6,67,27.4,23.6,70.8,72.7,26.2,21.7
18-19,FALL,Section,SBM,ACCT,ACCT,3010,L3,18-19-FALL-ACCT-3010,18-19-FALL-ACCT-3010-L3,-,-,-,58,0.448,,0.414,-,63.5,63.5,17.7,14.7,59,59.8,26.9,23.5
