Academic Year,Term,Level of Statistics,School,Dept,Course Group,Course No,Section,Course Code,Section Code,Survey Name,Instructor's Name,Instructor's ITSC,Enrolment,Response Rate,Low Response Rate Indicator,Response Rate (Adjusted),Number of Sections Evaluated,Course Overall - Mean,Course Overall - Mean (Adjusted),Course Overall - SD,Course Overall -  SD (Adjusted),Instructor Overall - Mean,Instructor Overall - Mean (Adjusted),Instructor Overall - SD,Instructor Overall - SD (Adjusted)
21-22,WINTER,School,SBM,-,-,-,-,-,-,-,-,-,-,0.49,,-,20,4.44,-,0.78,-,4.47,-,0.75,-
21-22,WINTER,Dept / Course Group,SBM,ECON,-,-,-,-,-,-,-,-,-,0.667,,-,2,4.57,-,0.59,-,4.57,-,0.59,-
21-22,WINTER,Dept / Course Group,SBM,ENTR-SBM,-,-,-,-,-,-,-,-,-,1.0,,-,1,4.67,-,0.58,-,5.0,-,0.0,-
21-22,WINTER,Dept / Course Group,SBM,ISOM,-,-,-,-,-,-,-,-,-,0.448,,-,11,4.3,-,0.81,-,4.35,-,0.81,-
21-22,WINTER,Dept / Course Group,SBM,MGMT,-,-,-,-,-,-,-,-,-,0.395,,-,4,4.53,-,0.9,-,4.62,-,0.78,-
21-22,WINTER,Dept / Course Group,SBM,SBMT,-,-,-,-,-,-,-,-,-,0.592,,-,2,4.64,-,0.66,-,4.6,-,0.65,-
21-22,WINTER,Course,SBM,ECON,ECON,5200,-,21-22-WINTER-ECON-5200,-,-,-,-,-,0.714,,0.643,1,4.4,4.44,0.6,0.51,4.4,4.44,0.6,0.51
21-22,WINTER,Section,SBM,ECON,ECON,5200,L1,21-22-WINTER-ECON-5200,21-22-WINTER-ECON-5200-L1,-,-,-,28,0.714,,0.643,-,4.4,4.44,0.6,0.51,4.4,4.44,0.6,0.51
21-22,WINTER,Instructor,SBM,ECON,ECON,5200,L1,21-22-WINTER-ECON-5200,21-22-WINTER-ECON-5200-L1,21-22-WINTER-ECON-5200-L1-SI,"JOHNSON, Paul",pauljohnson,28,0.714,,0.643,-,4.4,4.44,0.6,0.51,4.4,4.44,0.6,0.51
21-22,WINTER,Course,SBM,ECON,ECON,5343,-,21-22-WINTER-ECON-5343,-,-,-,-,-,0.653,,0.632,1,4.63,4.65,0.58,0.55,4.63,4.65,0.58,0.55
