Academic Year,Term,Level of Statistics,School,Dept,Course Group,Course No,Section,Course Code,Section Code,Survey Name,Instructor's Name,Instructor's ITSC,Enrolment,Response Rate,Low Response Rate Indicator,Response Rate (Adjusted),Number of Sections Evaluated,Course Overall - Mean,Course Overall - Mean (Adjusted),Course Overall - SD,Course Overall -  SD (Adjusted),Instructor Overall - Mean,Instructor Overall - Mean (Adjusted),Instructor Overall - SD,Instructor Overall - SD (Adjusted)
17-18,SPRING,School,SBM,-,-,-,-,-,-,-,-,-,-,0.522,,-,353,76.8,-,25.0,-,81.5,-,23.6,-
17-18,SPRING,Dept / Course Group,SBM,ACCT,-,-,-,-,-,-,-,-,-,0.509,,-,47,78.7,-,22.1,-,82.7,-,22.2,-
17-18,SPRING,Dept / Course Group,SBM,ECON,-,-,-,-,-,-,-,-,-,0.533,,-,47,80.7,-,23.5,-,84.1,-,21.7,-
17-18,SPRING,Dept / Course Group,SBM,ENTR-SBM,-,-,-,-,-,-,-,-,-,0.463,,-,2,73.3,-,27.8,-,80.8,-,23.4,-
17-18,SPRING,Dept / Course Group,SBM,FINA,-,-,-,-,-,-,-,-,-,0.507,,-,55,78.9,-,26.2,-,81.9,-,25.3,-
17-18,SPRING,Dept / Course Group,SBM,GBUS,-,-,-,-,-,-,-,-,-,0.496,,-,5,80.1,-,23.2,-,83.7,-,22.2,-
17-18,SPRING,Dept / Course Group,SBM,ISOM,-,-,-,-,-,-,-,-,-,0.535,,-,84,75.3,-,25.1,-,80.6,-,24,-
17-18,SPRING,Dept / Course Group,SBM,MIMT,-,-,-,-,-,-,-,-,-,0.917,,-,9,71.3,-,27.2,-,86.1,-,20.8,-
17-18,SPRING,Dept / Course Group,SBM,MGMT,-,-,-,-,-,-,-,-,-,0.507,,-,70,74.3,-,26.7,-,80.7,-,23.5,-
17-18,SPRING,Dept / Course Group,SBM,MARK,-,-,-,-,-,-,-,-,-,0.506,,-,35,74.8,-,24.2,-,79,-,24.8,-
17-18,SPRING,Dept / Course Group,SBM,WBBA,-,-,-,-,-,-,-,-,-,0.531,,-,1,65.7,-,23.4,-,70.6,-,25.8,-
17-18,SPRING,Dept / Course Group,SBM,SBMT,-,-,-,-,-,-,-,-,-,0.6,Y,-,1,87.5,-,13.7,-,91.7,-,12.9,-
