Academic Year,Term,Level of Statistics,School,Dept,Course Group,Course No,Section,Course Code,Section Code,Survey Name,Instructor's Name,Instructor's ITSC,Enrolment,Response Rate,Low Response Rate Indicator,Response Rate (Adjusted),Number of Sections Evaluated,Course Overall - Mean,Course Overall - Mean (Adjusted),Course Overall - SD,Course Overall -  SD (Adjusted),Instructor Overall - Mean,Instructor Overall - Mean (Adjusted),Instructor Overall - SD,Instructor Overall - SD (Adjusted)
22-23,WINTER,School,SBM,-,-,-,-,-,-,-,-,-,-,0.432,,-,17,4.23,-,0.88,-,4.44,-,0.8,-
22-23,WINTER,Dept / Course Group,SBM,ECON,-,-,-,-,-,-,-,-,-,0.275,Y,-,2,4.46,-,1.07,-,4.54,-,1.07,-
22-23,WINTER,Dept / Course Group,SBM,ISOM,-,-,-,-,-,-,-,-,-,0.436,,-,12,4.22,-,0.82,-,4.39,-,0.75,-
22-23,WINTER,Dept / Course Group,SBM,MARK,-,-,-,-,-,-,-,-,-,0.625,,-,1,3.76,-,1.3,-,4.4,-,0.82,-
22-23,WINTER,Dept / Course Group,SBM,SBMT,-,-,-,-,-,-,-,-,-,0.514,,-,2,4.44,-,0.81,-,4.59,-,0.85,-
22-23,WINTER,Course,SBM,ECON,ECON,5341,-,22-23-WINTER-ECON-5341,-,-,-,-,-,0.25,Y,-,1,4.22,-,1.26,-,4.33,-,1.28,-
22-23,WINTER,Section,SBM,ECON,ECON,5341,L1,22-23-WINTER-ECON-5341,22-23-WINTER-ECON-5341-L1,-,-,-,72,0.25,Y,-,-,4.22,-,1.26,-,4.33,-,1.28,-
22-23,WINTER,Instructor,SBM,ECON,ECON,5341,L1,22-23-WINTER-ECON-5341,22-23-WINTER-ECON-5341-L1,22-23-WINTER-ECON-5341-L1-SI,"LORETAN, Mico",mico,72,0.25,Y,0.222,-,4.22,4.38,1.26,1.02,4.33,4.5,1.28,1.03
22-23,WINTER,Course,SBM,ECON,ECON,5343,-,22-23-WINTER-ECON-5343,-,-,-,-,-,0.333,Y,0.267,1,4.9,5,0.32,0,4.9,5,0.32,0
22-23,WINTER,Section,SBM,ECON,ECON,5343,L1,22-23-WINTER-ECON-5343,22-23-WINTER-ECON-5343-L1,-,-,-,30,0.333,Y,0.267,-,4.9,5,0.32,0,4.9,5,0.32,0
