Academic Year,Term,Level of Statistics,School,Dept,Course Group,Course No,Section,Course Code,Section Code,Survey Name,Instructor's Name,Instructor's ITSC,Enrolment,Response Rate,Low Response Rate Indicator,Response Rate (Adjusted),Number of Sections Evaluated,Course Overall - Mean,Course Overall - Mean (Adjusted),Course Overall - SD,Course Overall -  SD (Adjusted),Instructor Overall - Mean,Instructor Overall - Mean (Adjusted),Instructor Overall - SD,Instructor Overall - SD (Adjusted)
23-24,SUMMER,School,SBM,-,-,-,-,-,-,-,-,-,-,0.456,,-,33,4.23,-,1.05,-,4.42,-,0.91,-
23-24,SUMMER,Dept / Course Group,SBM,ACCT,-,-,-,-,-,-,-,-,-,0.36,,-,4,4.31,-,0.62,-,4.28,-,0.73,-
23-24,SUMMER,Dept / Course Group,SBM,ECON,-,-,-,-,-,-,-,-,-,0.214,Y,-,2,4.73,-,0.46,-,4.8,-,0.41,-
23-24,SUMMER,Dept / Course Group,SBM,FINA,-,-,-,-,-,-,-,-,-,0.771,,-,1,4.97,-,0.16,-,4.97,-,0.16,-
23-24,SUMMER,Dept / Course Group,SBM,ISOM,-,-,-,-,-,-,-,-,-,0.355,,-,12,4.39,-,0.82,-,4.53,-,0.72,-
23-24,SUMMER,Dept / Course Group,SBM,MIMT,-,-,-,-,-,-,-,-,-,0.965,,-,3,4.35,-,0.8,-,4.42,-,0.79,-
23-24,SUMMER,Dept / Course Group,SBM,MGMT,-,-,-,-,-,-,-,-,-,0.554,,-,7,3.79,-,1.34,-,4.24,-,1.12,-
23-24,SUMMER,Dept / Course Group,SBM,MARK,-,-,-,-,-,-,-,-,-,0.356,Y,-,1,4.56,-,0.51,-,4.63,-,0.5,-
23-24,SUMMER,Dept / Course Group,SBM,SBMT,-,-,-,-,-,-,-,-,-,0.522,,-,3,4.25,-,1.09,-,4.54,-,0.77,-
23-24,SUMMER,Course,SBM,ACCT,ACCT,1010,-,23-24-SUMMER-ACCT-1010,-,-,-,-,-,0.3,Y,0.2,1,4.17,4.25,0.75,0.5,3.83,4,1.17,0.82
23-24,SUMMER,Section,SBM,ACCT,ACCT,1010,L1,23-24-SUMMER-ACCT-1010,23-24-SUMMER-ACCT-1010-L1,-,-,-,20,0.3,Y,0.2,-,4.17,4.25,0.75,0.5,3.83,4,1.17,0.82
23-24,SUMMER,Instructor,SBM,ACCT,ACCT,1010,L1,23-24-SUMMER-ACCT-1010,23-24-SUMMER-ACCT-1010-L1,23-24-SUMMER-ACCT-1010-L1-SI,"ACCT1010, Teaching Team",acsummer1010,20,0.3,Y,0.2,-,4.17,4.25,0.75,0.5,3.83,4,1.17,0.82
23-24,SUMMER,Course,SBM,ACCT,ACCT,2010,-,23-24-SUMMER-ACCT-2010,-,-,-,-,-,0.4,Y,0.267,1,4.33,4.25,0.52,0.5,4.5,4.5,0.55,0.58
23-24,SUMMER,Section,SBM,ACCT,ACCT,2010,L1,23-24-SUMMER-ACCT-2010,23-24-SUMMER-ACCT-2010-L1,-,-,-,15,0.4,Y,0.267,-,4.33,4.25,0.52,0.5,4.5,4.5,0.55,0.58
23-24,SUMMER,Instructor,SBM,ACCT,ACCT,2010,L1,23-24-SUMMER-ACCT-2010,23-24-SUMMER-ACCT-2010-L1,23-24-SUMMER-ACCT-2010-L1-SI,"ACCT2010, Teaching Team",acsummer2010,15,0.4,Y,0.267,-,4.33,4.25,0.52,0.5,4.5,4.5,0.55,0.58
23-24,SUMMER,Course,SBM,ACCT,ACCT,5650,-,23-24-SUMMER-ACCT-5650,-,-,-,-,-,0.273,Y,-,1,4.67,-,0.58,-,4.67,-,0.58,-
23-24,SUMMER,Section,SBM,ACCT,ACCT,5650,L1,23-24-SUMMER-ACCT-5650,23-24-SUMMER-ACCT-5650-L1,-,-,-,11,0.273,Y,-,-,4.67,-,0.58,-,4.67,-,0.58,-
23-24,SUMMER,Instructor,SBM,ACCT,ACCT,5650,L1,23-24-SUMMER-ACCT-5650,23-24-SUMMER-ACCT-5650-L1,23-24-SUMMER-ACCT-5650-L1-SI,"CHAN, Dennis S S",acdennis,11,0.273,Y,0.091,-,4.67,5,0.58,0,4.67,5,0.58,0
23-24,SUMMER,Course,SBM,ACCT,ACCT,5801,-,23-24-SUMMER-ACCT-5801,-,-,-,-,-,0.389,Y,-,1,4.29,-,0.64,-,4.29,-,0.67,-
23-24,SUMMER,Section,SBM,ACCT,ACCT,5801,L1,23-24-SUMMER-ACCT-5801,23-24-SUMMER-ACCT-5801-L1,-,-,-,54,0.389,Y,-,-,4.29,-,0.64,-,4.29,-,0.67,-
23-24,SUMMER,Instructor,SBM,ACCT,ACCT,5801,L1,23-24-SUMMER-ACCT-5801,23-24-SUMMER-ACCT-5801-L1,23-24-SUMMER-ACCT-5801-L1-SI,"CHEN, Yanzhen",imyanzhen,54,0.389,Y,0.352,-,4.29,4.32,0.64,0.58,4.19,4.21,0.75,0.71
23-24,SUMMER,Instructor,SBM,ACCT,ACCT,5801,L1,23-24-SUMMER-ACCT-5801,23-24-SUMMER-ACCT-5801-L1,23-24-SUMMER-ACCT-5801-L1-SI,"HUANG, Allen H",acahuang,54,0.389,Y,0.352,-,4.29,4.32,0.64,0.58,4.38,4.42,0.59,0.51
23-24,SUMMER,Course,SBM,ECON,ECON,6110V,-,23-24-SUMMER-ECON-6110V,-,-,-,-,-,0.189,Y,0.151,1,4.8,4.88,0.42,0.35,4.8,4.88,0.42,0.35
23-24,SUMMER,Section,SBM,ECON,ECON,6110V,L1,23-24-SUMMER-ECON-6110V,23-24-SUMMER-ECON-6110V-L1,-,-,-,53,0.189,Y,0.151,-,4.8,4.88,0.42,0.35,4.8,4.88,0.42,0.35
23-24,SUMMER,Instructor,SBM,ECON,ECON,6110V,L1,23-24-SUMMER-ECON-6110V,23-24-SUMMER-ECON-6110V-L1,23-24-SUMMER-ECON-6110V-L1-SI,"PEGLER, Dominic James",ecdjpegler,53,0.189,Y,0.151,-,4.8,4.88,0.42,0.35,4.8,4.88,0.42,0.35
23-24,SUMMER,Course,SBM,ECON,ECON,6110W,-,23-24-SUMMER-ECON-6110W,-,-,-,-,-,0.294,Y,0.176,1,4.6,4.67,0.55,0.58,4.8,5,0.45,0
23-24,SUMMER,Section,SBM,ECON,ECON,6110W,L1,23-24-SUMMER-ECON-6110W,23-24-SUMMER-ECON-6110W-L1,-,-,-,17,0.294,Y,0.176,-,4.6,4.67,0.55,0.58,4.8,5,0.45,0
23-24,SUMMER,Instructor,SBM,ECON,ECON,6110W,L1,23-24-SUMMER-ECON-6110W,23-24-SUMMER-ECON-6110W-L1,23-24-SUMMER-ECON-6110W-L1-SI,"LIAO, Wei",liaowei,17,0.294,Y,0.176,-,4.6,4.67,0.55,0.58,4.8,5,0.45,0
23-24,SUMMER,Course,SBM,FINA,FINA,5390,-,23-24-SUMMER-FINA-5390,-,-,-,-,-,0.771,,-,1,4.97,-,0.16,-,4.97,-,0.16,-
23-24,SUMMER,Section,SBM,FINA,FINA,5390,L1,23-24-SUMMER-FINA-5390,23-24-SUMMER-FINA-5390-L1,-,-,-,48,0.771,,-,-,4.97,-,0.16,-,4.97,-,0.16,-
23-24,SUMMER,Instructor,SBM,FINA,FINA,5390,L1,23-24-SUMMER-FINA-5390,23-24-SUMMER-FINA-5390-L1,23-24-SUMMER-FINA-5390-L1-SI,"FRANKLIN, Laurence Craig",lcfran,48,0.771,,0.729,-,4.97,5,0.16,0,4.97,5,0.16,0
23-24,SUMMER,Course,SBM,ISOM,ISOM,1380,-,23-24-SUMMER-ISOM-1380,-,-,-,-,-,0.354,,-,2,4.13,-,0.88,-,4.33,-,0.73,-
23-24,SUMMER,Section,SBM,ISOM,ISOM,1380,L1,23-24-SUMMER-ISOM-1380,23-24-SUMMER-ISOM-1380-L1,-,-,-,66,0.364,Y,-,-,4.21,-,0.88,-,4.29,-,0.91,-
23-24,SUMMER,Instructor,SBM,ISOM,ISOM,1380,L1,23-24-SUMMER-ISOM-1380,23-24-SUMMER-ISOM-1380-L1,23-24-SUMMER-ISOM-1380-L1-SI,"HONG, Se-joon",sejoon,66,0.364,Y,0.333,-,4.21,4.32,0.88,0.57,4.29,4.41,0.91,0.59
23-24,SUMMER,Section,SBM,ISOM,ISOM,1380,L2,23-24-SUMMER-ISOM-1380,23-24-SUMMER-ISOM-1380-L2,-,-,-,64,0.344,Y,-,-,4.05,-,0.9,-,4.36,-,0.49,-
23-24,SUMMER,Instructor,SBM,ISOM,ISOM,1380,L2,23-24-SUMMER-ISOM-1380,23-24-SUMMER-ISOM-1380-L2,23-24-SUMMER-ISOM-1380-L2-SI,"XU, Yan",xuyan,64,0.344,Y,0.313,-,4.05,4.1,0.9,0.79,4.36,4.35,0.49,0.49
23-24,SUMMER,Course,SBM,ISOM,ISOM,2310,-,23-24-SUMMER-ISOM-2310,-,-,-,-,-,0.14,Y,-,1,3.63,-,1.41,-,4.25,-,0.71,-
23-24,SUMMER,Section,SBM,ISOM,ISOM,2310,L1,23-24-SUMMER-ISOM-2310,23-24-SUMMER-ISOM-2310-L1,-,-,-,57,0.14,Y,-,-,3.63,-,1.41,-,4.25,-,0.71,-
23-24,SUMMER,Instructor,SBM,ISOM,ISOM,2310,L1,23-24-SUMMER-ISOM-2310,23-24-SUMMER-ISOM-2310-L1,23-24-SUMMER-ISOM-2310-L1-SI,"TEH, Jack H H",jteh,57,0.14,Y,0.105,-,3.63,3.83,1.41,0.98,4.25,4.33,0.71,0.52
23-24,SUMMER,Course,SBM,ISOM,ISOM,3400,-,23-24-SUMMER-ISOM-3400,-,-,-,-,-,0.091,Y,-,1,5.0,-,0.0,-,5.0,-,0.0,-
23-24,SUMMER,Section,SBM,ISOM,ISOM,3400,L1,23-24-SUMMER-ISOM-3400,23-24-SUMMER-ISOM-3400-L1,-,-,-,11,0.091,Y,-,-,5.0,-,0.0,-,5.0,-,0.0,-
23-24,SUMMER,Instructor,SBM,ISOM,ISOM,3400,L1,23-24-SUMMER-ISOM-3400,23-24-SUMMER-ISOM-3400-L1,23-24-SUMMER-ISOM-3400-L1-SI,"ISOM3400, Teaching Team",isomsfqsu24,11,0.091,Y,-,-,5.0,-,0.0,-,5.0,-,0.0,-
23-24,SUMMER,Course,SBM,ISOM,ISOM,4010,-,23-24-SUMMER-ISOM-4010,-,-,-,-,-,0.156,Y,-,1,4.2,-,0.84,-,4.2,-,1.3,-
23-24,SUMMER,Section,SBM,ISOM,ISOM,4010,L1,23-24-SUMMER-ISOM-4010,23-24-SUMMER-ISOM-4010-L1,-,-,-,32,0.156,Y,-,-,4.2,-,0.84,-,4.2,-,1.3,-
23-24,SUMMER,Instructor,SBM,ISOM,ISOM,4010,L1,23-24-SUMMER-ISOM-4010,23-24-SUMMER-ISOM-4010-L1,23-24-SUMMER-ISOM-4010-L1-SI,"KIM, Yongsuk",yongskim,32,0.156,Y,0.094,-,4.2,4.33,0.84,0.58,4.2,4.67,1.3,0.58
23-24,SUMMER,Course,SBM,ISOM,ISOM,5270,-,23-24-SUMMER-ISOM-5270,-,-,-,-,-,0.456,,-,2,4.42,-,0.67,-,4.58,-,0.56,-
23-24,SUMMER,Section,SBM,ISOM,ISOM,5270,L1,23-24-SUMMER-ISOM-5270,23-24-SUMMER-ISOM-5270-L1,-,-,-,28,0.143,Y,-,-,4.5,-,0.58,-,5.0,-,0.0,-
23-24,SUMMER,Instructor,SBM,ISOM,ISOM,5270,L1,23-24-SUMMER-ISOM-5270,23-24-SUMMER-ISOM-5270-L1,23-24-SUMMER-ISOM-5270-L1-SI,"FUNG, Terrance",terrancefung,28,0.143,Y,0.071,-,4.5,4.5,0.58,0.71,5.0,5,0.0,0
23-24,SUMMER,Section,SBM,ISOM,ISOM,5270,L2,23-24-SUMMER-ISOM-5270,23-24-SUMMER-ISOM-5270-L2,-,-,-,40,0.675,,-,-,4.41,-,0.69,-,4.52,-,0.58,-
23-24,SUMMER,Instructor,SBM,ISOM,ISOM,5270,L2,23-24-SUMMER-ISOM-5270,23-24-SUMMER-ISOM-5270-L2,23-24-SUMMER-ISOM-5270-L2-SI,"HE, Chao",chaohe,40,0.675,,0.625,-,4.41,4.44,0.69,0.65,4.52,4.56,0.58,0.51
23-24,SUMMER,Course,SBM,ISOM,ISOM,5360,-,23-24-SUMMER-ISOM-5360,-,-,-,-,-,0.321,Y,-,1,4.56,-,0.53,-,4.56,-,0.53,-
23-24,SUMMER,Section,SBM,ISOM,ISOM,5360,L1,23-24-SUMMER-ISOM-5360,23-24-SUMMER-ISOM-5360-L1,-,-,-,28,0.321,Y,-,-,4.56,-,0.53,-,4.56,-,0.53,-
